"Price","Entire_Place","Bedrooms","Beds","Bathrooms","Amenities","Accommodates","Cleanliness_Rating","Host_Communication_Rating","Superhost"
139,"Entire",1,2,1,17,3,4.88,5,"f"
120,"Entire",1,3,1,26,3,4.85,5,"f"
200,"Entire",2,2,2,63,4,4.79,4.97,"f"
529,"Entire",2,2,2.5,33,4,5,5,"f"
140,"Entire",1,2,2,9,4,5,5,"f"
69,"Shared",1,1,1.5,6,2,4.21,4.58,"f"
89,"Entire",1,1,1,11,2,5,5,"f"
100,"Entire",1,1,1.5,40,4,4.77,4.93,"t"
499,"Entire",1,1,1,16,2,4.63,5,"f"
120,"Entire",2,2,1,25,2,4.65,4.65,"f"
296,"Entire",1,1,1,17,2,4.89,4.93,"f"
140,"Entire",1,1,1,28,2,3.67,5,"f"
437,"Entire",4,6,1,37,8,4.82,4.49,"f"
100,"Entire",1,1,1,25,2,4.58,4.7,"f"
150,"Entire",1,2,1,35,4,4.74,4.88,"t"
60,"Shared",1,1,1,56,1,4.85,4.92,"t"
42,"Shared",1,1,1,23,2,4.84,4.88,"f"
68,"Shared",1,1,1,18,1,4.54,4.5,"f"
95,"Shared",1,4,1,47,4,4.78,4.98,"t"
50,"Shared",1,1,1,17,1,4.52,4.87,"f"
209,"Entire",1,2,1,49,4,4.75,4.75,"f"
45,"Shared",1,1,1,18,2,4.87,4.98,"f"
75,"Entire",1,2,1,16,4,5,5,"f"
88,"Shared",1,2,1,32,4,4.72,4.87,"f"
85,"Shared",1,1,1,35,2,4.89,4.98,"f"
238,"Entire",2,3,2,15,5,4.63,5,"f"
50,"Entire",1,2,1,46,4,4.71,4.89,"t"
150,"Entire",1,1,2,35,3,4.88,4.97,"f"
141,"Entire",1,2,1,53,2,4.75,5,"t"
77,"Entire",1,1,1,27,2,4.82,4.97,"t"
102,"Shared",1,2,1,47,4,4.66,4.88,"f"
220,"Entire",3,3,2.5,18,7,4.96,4.96,"f"
225,"Entire",1,1,1,61,2,4.78,4.91,"f"
40,"Entire",1,1,1,16,2,5,4.4,"f"
375,"Entire",3,4,2,33,6,4.8,4.92,"f"
250,"Entire",2,2,2,15,4,4.5,5,"f"
90,"Entire",2,2,1,37,1,4.8,5,"f"
88,"Shared",1,1,1,29,2,4,4.5,"f"
55,"Shared",1,1,1,14,1,4.67,4.93,"f"
48,"Shared",1,1,1,15,1,4.2,4.83,"f"
80,"Entire",1,1,1,39,1,4.54,4.79,"f"
199,"Entire",1,2,1,60,2,4.88,4.95,"f"
165,"Shared",1,1,1.5,45,2,4.91,4.98,"t"
301,"Entire",1,1,1,41,4,4.99,4.99,"f"
143,"Shared",1,1,1,19,1,5,5,"f"
55,"Shared",1,1,1,8,2,4,4,"f"
53,"Shared",1,1,1,27,1,4.85,4.92,"t"
120,"Entire",1,1,1,58,2,4.73,4.86,"t"
65,"Shared",1,2,1,11,2,3.5,4.75,"f"
155,"Entire",1,1,1,46,2,4.99,4.98,"t"
95,"Entire",1,1,1.5,18,2,5,5,"f"
83,"Shared",1,1,1,29,3,4,4.46,"f"
54,"Shared",1,2,1,23,2,4.49,4.58,"f"
199,"Shared",1,1,1,13,2,4,5,"f"
550,"Entire",3,8,2.5,52,12,4.95,4.97,"t"
73,"Shared",1,1,1,27,3,3.93,4.85,"f"
450,"Entire",5,6,4,24,10,3.5,2.5,"f"
89,"Entire",1,1,1,25,2,4,4.83,"t"
172,"Entire",1,2,1,27,3,4.78,4.94,"f"
337,"Entire",1,1,1,29,2,4.75,4.96,"f"
72,"Shared",1,1,1,17,2,4.7,4.89,"f"
288,"Entire",1,2,1,36,4,4.82,4.88,"t"
76,"Entire",3,3,1.5,16,6,5,5,"f"
100,"Entire",1,1,1,14,2,4.75,5,"f"
170,"Entire",1,1,1,1,1,5,5,"f"
165,"Entire",1,2,1,78,3,4.78,4.96,"t"
88,"Entire",2,2,1,33,4,4.72,4.92,"f"
450,"Entire",1,1,1,40,2,4.68,4.96,"f"
83,"Shared",1,1,1,26,1,4.96,4.87,"t"
140,"Entire",1,1,1,37,2,4.56,4.79,"f"
30,"Shared",1,1,1,8,2,4,5,"f"
89,"Entire",1,3,1,57,4,5,5,"t"
250,"Entire",1,2,1,22,2,4.79,4.93,"t"
149,"Entire",1,1,2,30,2,5,5,"f"
93,"Shared",1,2,1.5,25,4,4,4.59,"f"
58,"Entire",1,1,1,35,2,4.56,5,"f"
379,"Entire",2,3,1,52,6,4.74,4.86,"f"
70,"Entire",1,2,1,66,4,4.62,4.72,"f"
130,"Entire",1,1,1,37,4,4.48,4.84,"t"
180,"Entire",1,1,1,16,3,4.83,5,"f"
105,"Entire",2,2,1,33,4,4.88,4.94,"f"
84,"Entire",1,1,1,36,2,4.73,4.91,"f"
149,"Entire",2,2,2,49,6,4.87,4.74,"f"
73,"Entire",1,2,1,29,3,4.58,4.91,"f"
428,"Entire",1,4,1,36,7,4.36,5,"f"
61,"Shared",1,1,1,34,1,5,4.9,"f"
85,"Entire",1,1,1,22,2,4.88,4.92,"f"
144,"Shared",2,9,1,61,6,4.82,4.99,"f"
145,"Entire",1,1,1,34,2,4.7,4.8,"f"
78,"Shared",1,2,1,24,3,4.75,4.93,"f"
120,"Entire",2,2,2,8,2,5,5,"f"
160,"Entire",1,1,1,16,2,5,4.94,"f"
136,"Shared",1,1,1,12,2,4.9,4.86,"f"
28,"Shared",1,1,1,20,1,4.8,5,"f"
66,"Shared",1,1,1.5,26,2,5,5,"f"
135,"Entire",2,2,1,47,4,4.67,5,"t"
264,"Entire",2,2,1,41,4,4.98,4.98,"t"
179,"Entire",1,1,1,36,2,4.95,4.95,"f"
285,"Entire",1,1,1,36,4,5,5,"f"
99,"Entire",1,2,1,19,4,4.81,4.85,"f"
300,"Entire",2,2,1.5,48,4,5,5,"f"
149,"Entire",2,2,1,63,4,4.56,4.83,"f"
131,"Entire",1,1,1,29,2,4.66,4.81,"f"
200,"Entire",1,2,1,30,4,4.82,5,"f"
177,"Entire",1,2,1,20,2,5,5,"f"
109,"Entire",1,1,1,36,2,4.89,4.99,"t"
250,"Entire",1,1,1,44,3,4.59,4.84,"f"
198,"Entire",1,1,1,16,2,5,5,"f"
595,"Entire",3,3,2.5,59,6,4.9,5,"f"
25,"Shared",1,1,1.5,12,2,4.33,5,"f"
109,"Entire",1,1,1,54,2,4.98,5,"t"
91,"Entire",1,1,1,34,3,4.9,5,"f"
80,"Entire",1,1,1,10,2,4.14,5,"f"
100,"Shared",1,1,1,26,1,4.84,4.94,"t"
87,"Entire",1,1,1,16,2,4.92,5,"f"
200,"Entire",1,1,1,48,3,5,5,"f"
600,"Entire",2,3,1,29,6,4.83,4.86,"f"
120,"Entire",1,2,1,17,4,4.88,4.91,"f"
100,"Entire",1,1,1,32,2,4.76,4.86,"f"
35,"Shared",1,5,2.5,25,4,4.69,4.9,"t"
129,"Entire",3,3,3,16,5,4.5,5,"f"
191,"Entire",1,2,1,38,4,4.87,4.95,"f"
175,"Entire",1,1,1,34,2,4.88,4.97,"t"
95,"Entire",1,2,1,33,4,4.81,4.91,"t"
82,"Entire",1,1,1,30,2,5,5,"f"
91,"Shared",1,1,1.5,16,2,5,5,"f"
99,"Shared",1,1,1,14,2,4.8,5,"f"
170,"Shared",1,1,1,20,2,5,4.95,"f"
100,"Shared",1,1,1,26,2,4.8,4.98,"t"
167,"Entire",1,1,1,31,2,4.86,4.92,"f"
45,"Shared",1,1,1,15,1,4.63,4.83,"f"
120,"Entire",1,1,1,40,4,4.94,4.95,"t"
69,"Shared",1,0,1,32,2,4.75,4.91,"f"
88,"Shared",1,1,1,32,2,4.92,5,"f"
115,"Shared",1,1,1,47,2,4.85,4.97,"t"
144,"Entire",1,1,1,48,2,4.85,4.95,"t"
135,"Entire",1,1,1,39,3,4.4,4.8,"t"
24,"Shared",1,0,1,15,1,5,5,"f"
50,"Entire",1,2,1,15,4,4.5,5,"f"
99,"Entire",2,2,1,15,3,4.63,5,"f"
125,"Entire",1,2,1,47,4,4.93,4.97,"t"
380,"Entire",4,5,2.5,14,8,5,5,"t"
98,"Entire",2,2,1,32,4,4.96,4.91,"f"
193,"Shared",1,2,1,64,2,4.94,4.99,"t"
306,"Entire",2,2,2,80,4,4.61,4.91,"t"
115,"Entire",1,1,1.5,29,2,4.46,4.92,"f"
51,"Entire",1,1,1,45,2,5,5,"f"
47,"Shared",1,1,1,29,1,4.96,4.96,"t"
182,"Entire",1,1,1,49,3,4.73,5,"f"
45,"Shared",1,1,1,29,1,4.95,4.97,"t"
500,"Entire",1,1,1,35,3,4.71,5,"t"
34,"Shared",1,1,1,8,2,4.62,5,"f"
100,"Shared",1,1,1,15,2,5,4.5,"f"
642,"Entire",1,2,1,29,3,4.65,4.94,"f"
44,"Shared",1,1,1,33,1,4.93,4.97,"t"
200,"Entire",1,1,1.5,64,3,5,4.97,"t"
115,"Entire",1,1,1,54,2,4.95,5,"t"
270,"Entire",2,2,1,48,4,5,5,"t"
50,"Shared",1,1,1,18,3,4.5,5,"f"
60,"Shared",1,1,1.5,13,1,4.82,4.9,"f"
88,"Entire",1,2,1,18,4,4.79,4.9,"t"
40,"Shared",1,1,1.5,13,1,4.88,4.94,"f"
60,"Shared",1,2,1,24,3,4.91,4.91,"t"
90,"Entire",1,1,1,43,2,5,4.97,"f"
118,"Entire",1,1,1,33,4,4.96,4.97,"t"
500,"Entire",2,2,2,32,4,4.96,4.99,"f"
95,"Entire",1,1,1,36,3,4.67,5,"f"
37,"Shared",1,1,1.5,28,2,4.77,4.93,"t"
147,"Shared",1,0,1.5,50,2,4.91,4.93,"t"
45,"Shared",1,1,1.5,22,2,4.87,5,"t"
60,"Shared",1,1,1.5,23,2,4.81,4.94,"t"
55,"Shared",1,1,1.5,23,1,4.79,4.88,"t"
100,"Shared",1,1,1,23,1,4.52,4.95,"f"
75,"Entire",1,1,1,11,2,5,4.71,"f"
219,"Entire",1,1,1,38,2,4.88,5,"t"
102,"Entire",1,1,1,47,2,4.84,4.9,"t"
144,"Entire",2,3,2,36,5,4.88,4.88,"f"
93,"Entire",2,2,1,58,4,4.81,4.95,"t"
170,"Entire",1,1,1,17,2,4.62,5,"f"
99,"Shared",1,1,1,26,2,4.23,4.82,"f"
200,"Shared",1,1,1,41,1,4.96,4.96,"f"
199,"Entire",2,3,1,27,5,3.92,4.92,"f"
35,"Shared",1,1,1,18,1,5,5,"f"
100,"Entire",1,1,1,35,2,4.97,4.97,"f"
46,"Shared",1,1,1,29,1,4.94,4.94,"t"
180,"Entire",3,4,2.5,71,8,4.91,5,"t"
45,"Shared",1,2,1,10,1,4.54,4.86,"f"
58,"Shared",1,1,1,19,1,5,5,"f"
231,"Entire",1,1,1,30,2,4.55,4.25,"f"
119,"Entire",1,1,1,34,4,4.94,4.97,"f"
69,"Shared",1,2,1,30,2,4.94,5,"f"
41,"Shared",1,1,1,17,2,4,5,"f"
82,"Entire",2,2,1,25,2,4.5,5,"f"
130,"Entire",1,1,1,30,2,5,5,"f"
405,"Entire",1,1,1,53,2,4.93,4.92,"f"
110,"Shared",1,2,1,35,2,4.82,5,"f"
92,"Entire",1,1,1,16,2,5,5,"f"
183,"Entire",2,2,1,34,5,4.96,4.88,"f"
110,"Shared",1,1,1,34,2,4.77,4.92,"t"
90,"Entire",2,2,1,24,2,4.9,4.92,"t"
83,"Entire",1,1,1,32,1,4.53,4.83,"f"
314,"Entire",1,2,1,59,4,4.74,4.98,"f"
40,"Shared",1,1,1.5,27,2,4.8,4.92,"t"
250,"Entire",1,2,1,15,2,5,5,"f"
51,"Shared",1,1,1,14,2,3.87,4.74,"f"
92,"Entire",1,1,1,23,3,5,5,"f"
80,"Entire",1,1,1,17,2,4.86,4.97,"f"
55,"Shared",1,1,1,10,2,5,4,"f"
50,"Entire",1,1,1,16,2,5,5,"f"
75,"Entire",1,2,1,13,4,4.67,4.67,"f"
289,"Entire",1,1,1,28,3,4.72,4.96,"f"
150,"Entire",1,1,1,31,2,4.55,4.83,"f"
95,"Entire",1,2,1,14,4,5,5,"f"
246,"Entire",1,1,1,55,2,4.88,4.92,"f"
129,"Entire",2,2,2,19,3,4.7,5,"f"
100,"Entire",1,2,1,51,2,4.87,4.87,"f"
180,"Entire",3,3,1,11,7,4.57,4.86,"f"
60,"Entire",1,2,1,42,2,4.82,4.88,"f"
387,"Entire",1,1,1,72,2,4.89,4.9,"t"
400,"Entire",1,1,1,18,2,4.83,5,"f"
213,"Entire",1,1,1,37,2,4.7,4.74,"f"
101,"Shared",1,1,1,40,2,4.76,4.84,"f"
139,"Entire",1,2,1,32,4,4.3,4.9,"f"
50,"Shared",2,1,1,21,1,4.53,4.83,"f"
673,"Entire",3,10,1,53,16,5,5,"f"
35,"Shared",1,1,1,50,1,4.07,4.59,"f"
45,"Entire",1,1,1,12,2,4.42,4.83,"f"
69,"Entire",1,1,1,11,2,5,5,"f"
61,"Shared",1,1,1,21,2,4.95,4.96,"t"
300,"Entire",1,1,1,26,2,5,5,"f"
149,"Entire",1,1,1,24,2,4.7,4.94,"f"
114,"Entire",1,1,1,23,2,4.9,4.95,"f"
340,"Entire",2,3,2.5,34,6,4.84,4.78,"f"
140,"Shared",1,1,1,26,2,4.9,5,"t"
166,"Entire",1,2,1,26,2,4.95,4.97,"f"
125,"Entire",1,1,1,34,2,4.68,4.97,"t"
110,"Entire",1,2,1,39,2,4.9,4.99,"t"
70,"Shared",1,1,1.5,15,2,4.37,4.74,"f"
90,"Shared",1,1,1,21,2,4.66,4.83,"f"
65,"Shared",1,1,1,27,1,5,5,"f"
261,"Entire",2,3,1.5,17,6,4,4.72,"f"
120,"Entire",1,1,1,34,3,4.93,5,"f"
70,"Entire",2,2,1,14,4,3,4,"f"
150,"Shared",1,0,1,16,1,5,5,"f"
35,"Shared",1,1,2.5,19,2,4.91,4.97,"t"
130,"Entire",1,1,1,29,3,5,5,"f"
244,"Entire",4,5,1,31,8,5,5,"f"
150,"Entire",1,1,1,65,2,4.94,4.91,"f"
45,"Shared",1,1,1,22,2,4.84,4.96,"f"
250,"Entire",3,3,2,42,8,4.76,4.92,"t"
536,"Entire",2,3,1,35,5,4.65,4.75,"f"
70,"Shared",1,1,1,45,1,4.83,4.56,"t"
75,"Entire",1,1,1,56,2,4.98,4.93,"f"
178,"Entire",1,1,1,46,2,5,5,"t"
60,"Shared",1,1,1,16,1,4.78,4.81,"t"
80,"Entire",1,1,1,22,1,5,5,"f"
120,"Entire",1,1,1,26,2,5,5,"f"
44,"Entire",2,1,1,24,1,4.79,4.95,"t"
849,"Entire",3,4,3.5,61,5,5,5,"f"
120,"Entire",1,1,1,45,2,4.93,5,"f"
76,"Entire",1,1,1,25,2,4.28,4.72,"f"
119,"Entire",1,2,1,25,4,4.5,5,"f"
101,"Entire",1,1,1,25,2,4.55,4.99,"f"
43,"Entire",2,4,1,17,4,4.43,4.8,"t"
80,"Shared",1,1,1,16,6,4.93,4.95,"f"
100,"Shared",1,1,1,25,2,4.85,4.89,"f"
102,"Entire",1,1,1,50,2,4.89,4.91,"t"
70,"Entire",2,4,2,16,3,4.25,4.63,"f"
179,"Entire",1,1,1,55,2,4.8,4.85,"f"
200,"Shared",1,1,0,10,1,4.77,4.92,"f"
124,"Entire",1,1,1,35,2,4.66,4.9,"f"
110,"Entire",1,2,1,24,4,4.47,4.84,"f"
75,"Shared",1,1,1,57,1,4.94,4.96,"t"
428,"Entire",3,4,2.5,37,6,4.5,4.83,"f"
64,"Shared",1,1,1,34,2,4.74,4.84,"t"
125,"Entire",1,2,1,32,4,4.89,4.95,"t"
50,"Shared",1,1,1,26,1,4.97,4.97,"t"
220,"Entire",1,2,1,66,4,4.79,4.88,"t"
150,"Entire",1,2,1,46,4,4.93,4.93,"f"
49,"Shared",1,1,1,12,1,5,5,"f"
65,"Shared",1,1,1,16,2,4.91,4.95,"t"
125,"Entire",2,2,1,28,3,4.84,4.97,"f"
231,"Entire",1,1,1,24,2,4.72,4.75,"f"
39,"Shared",1,1,1,28,2,4.97,4.95,"t"
125,"Entire",2,2,1,36,4,4.94,5,"f"
259,"Entire",1,2,1,26,4,4.93,4.88,"f"
129,"Entire",2,2,1,31,6,4.88,4.63,"f"
235,"Entire",2,2,1,38,3,5,4.96,"t"
132,"Entire",1,1,1,18,2,4.88,4.88,"f"
106,"Entire",2,2,1,18,4,4.83,5,"f"
43,"Entire",1,1,1,13,2,4,5,"f"
61,"Shared",1,1,1,13,1,4.76,4.95,"t"
92,"Entire",1,1,1,51,2,4.66,4.84,"t"
150,"Entire",3,3,1,35,6,4.94,4.87,"f"
34,"Shared",1,1,1,11,2,5,5,"f"
115,"Entire",2,1,1,41,4,4.5,4.5,"t"
399,"Entire",1,1,2,37,2,4.95,4.93,"t"
129,"Entire",1,2,1,36,4,4.89,4.99,"f"
209,"Entire",3,3,1,33,6,4.8,5,"t"
97,"Entire",1,1,1,48,2,4.99,4.99,"t"
138,"Entire",1,1,1,43,2,4.75,5,"t"
190,"Entire",1,1,1,45,3,4.99,4.99,"f"
118,"Entire",1,1,1,35,2,4.1,4.53,"t"
98,"Entire",2,2,1,34,3,4.67,4.78,"t"
75,"Shared",1,1,1,45,2,4.65,4.9,"f"
89,"Shared",1,1,2,14,2,4.94,4.93,"f"
50,"Shared",1,1,1.5,20,1,4.63,4.63,"t"
108,"Entire",1,1,1,30,4,4.86,5,"f"
120,"Entire",1,1,1,27,4,4.91,5,"t"
154,"Entire",1,1,1.5,37,5,4.72,4.85,"f"
93,"Shared",1,1,1,11,2,5,5,"f"
135,"Entire",1,2,1,36,4,4.88,4.89,"f"
150,"Entire",1,1,1,38,2,4.82,5,"f"
135,"Entire",1,1,1.5,32,2,4.73,5,"f"
110,"Shared",1,1,1,22,2,4.75,5,"f"
45,"Shared",1,1,1,36,1,4.8,4.7,"t"
175,"Entire",2,2,1,32,6,4.9,5,"f"
149,"Entire",1,2,2,48,4,4.32,4.9,"f"
140,"Entire",2,2,1,39,3,5,4.93,"t"
322,"Entire",1,1,1,30,4,4.91,4.81,"f"
51,"Shared",1,1,1,25,2,4.85,4.96,"f"
250,"Shared",2,1,1,47,2,4.72,4.94,"f"
195,"Shared",1,3,1,53,6,4.88,4.97,"t"
179,"Entire",1,1,1,41,4,4.85,4.96,"f"
80,"Entire",1,1,1,23,3,4.59,4.73,"t"
130,"Entire",1,1,1,20,1,4.96,5,"t"
120,"Shared",1,1,1,21,2,5,5,"f"
140,"Entire",1,1,1,34,2,4.71,4.92,"f"
35,"Shared",1,1,1.5,14,2,4.83,5,"f"
50,"Shared",1,1,1,19,1,4.31,4.88,"f"
107,"Entire",1,1,1.5,53,2,4.91,4.91,"f"
277,"Entire",1,3,1,47,6,4.68,4.9,"f"
134,"Entire",2,2,2,40,4,5,5,"f"
400,"Entire",1,1,1,12,2,5,5,"f"
135,"Entire",1,1,1,23,2,4.86,5,"f"
90,"Entire",1,1,1,17,3,3.83,5,"f"
216,"Entire",4,5,1.5,47,8,4.84,4.88,"f"
67,"Entire",1,1,1,9,1,4.67,4.67,"f"
49,"Shared",1,1,1,21,1,4.37,4.37,"t"
786,"Entire",2,3,2,64,4,4.69,4.91,"f"
175,"Entire",3,6,1,19,7,5,5,"f"
35,"Shared",1,1,1.5,31,2,4.39,4.9,"f"
399,"Entire",2,2,2,65,4,4.48,4.8,"t"
130,"Shared",1,1,1,32,1,5,4.98,"t"
175,"Entire",2,1,1,28,2,5,5,"f"
119,"Shared",1,1,1,9,2,4.5,4,"f"
972,"Entire",2,4,2,69,4,4.99,4.99,"t"
279,"Entire",1,1,1,35,2,4.96,4.91,"f"
75,"Entire",2,2,1,15,4,5,5,"t"
176,"Entire",1,1,1,33,2,4.75,4.8,"f"
99,"Entire",2,1,1,21,2,3.88,5,"f"
57,"Shared",1,1,1,32,1,5,5,"f"
356,"Entire",2,2,1,29,5,4.82,4.61,"f"
148,"Entire",1,2,1,34,4,4.98,4.88,"t"
45,"Shared",1,1,1,25,1,5,5,"f"
65,"Entire",1,2,1,17,4,4.67,5,"f"
160,"Entire",2,2,1,18,3,5,5,"t"
23,"Shared",1,1,1,16,1,3.67,5,"f"
103,"Shared",1,1,1,30,2,4,5,"f"
250,"Entire",3,3,1,16,6,4.8,5,"t"
129,"Entire",1,1,1,17,4,4.82,5,"f"
113,"Entire",1,1,1,21,1,5,4.5,"f"
109,"Entire",1,2,1,53,2,4.97,4.99,"f"
180,"Entire",4,4,2,34,8,4.38,5,"f"
189,"Entire",1,1,1,45,2,4.81,4.93,"t"
50,"Shared",1,2,1,28,2,4.8,4.8,"t"
99,"Entire",1,1,1,45,2,4.84,4.91,"f"
55,"Shared",1,1,1,27,2,4.95,4.86,"t"
371,"Entire",3,2,2.5,19,4,5,5,"f"
80,"Entire",1,1,1,26,3,4.48,4.8,"f"
169,"Entire",1,1,1,63,2,5,5,"t"
390,"Entire",2,3,2,44,5,4.71,4.84,"t"
400,"Entire",2,2,1.5,61,4,4.78,4.98,"t"
63,"Shared",1,1,2,51,2,4.82,4.91,"t"
68,"Shared",1,1,2,38,2,4.75,4.98,"t"
94,"Entire",1,1,1,44,2,4.87,5,"t"
63,"Shared",1,1,2,35,2,4.75,4.95,"t"
79,"Entire",1,1,1,27,2,4.94,4.98,"t"
214,"Entire",2,2,1,53,5,4.71,4.92,"f"
59,"Shared",1,1,2,37,2,4.71,4.96,"t"
120,"Entire",1,1,1,23,2,5,5,"f"
260,"Entire",2,3,1,66,4,5,5,"t"
119,"Entire",1,1,1,29,3,2,1,"f"
105,"Shared",1,1,1,34,1,4.98,4.97,"f"
136,"Entire",1,0,1,36,2,4.62,4.78,"f"
71,"Entire",1,2,1,42,4,4.97,4.94,"t"
266,"Entire",2,3,1,48,6,4.65,4.92,"t"
35,"Shared",1,1,2,16,1,4.75,5,"f"
120,"Entire",1,1,1,34,5,4.83,4.91,"t"
80,"Entire",1,1,1,51,1,4.59,4.89,"t"
190,"Entire",2,2,1,77,4,4.88,4.85,"t"
120,"Entire",1,1,1,28,2,4.82,4.97,"f"
70,"Entire",1,1,1,45,2,4.66,5,"t"
65,"Shared",1,1,1,12,2,4,5,"f"
99,"Entire",2,4,1.5,19,4,4.5,4.95,"f"
36,"Shared",1,1,1,13,2,5,5,"f"
60,"Entire",1,1,1,14,2,4.67,5,"f"
89,"Entire",2,1,1,15,3,4.49,4.77,"f"
135,"Entire",1,1,1,30,2,4.79,4.66,"f"
112,"Entire",2,2,1,13,4,3.73,4.8,"f"
38,"Shared",1,1,1,27,1,3.75,4.5,"f"
159,"Entire",1,1,2,23,2,4.93,4.88,"f"
185,"Entire",2,2,2,34,4,4.75,4.86,"f"
238,"Entire",1,1,2.5,50,2,5,5,"t"
195,"Entire",1,1,1,38,2,4.97,5,"t"
115,"Shared",1,1,1.5,39,2,5,5,"f"
120,"Entire",2,2,1,27,2,4.6,5,"t"
155,"Entire",2,3,1,18,4,4.82,4.88,"f"
95,"Entire",1,2,1,82,4,4.79,4.94,"t"
58,"Shared",1,1,1,14,2,4.67,5,"t"
80,"Entire",1,1,1,18,2,4,4.5,"f"
200,"Entire",1,1,1,19,2,4.73,4.87,"f"
239,"Entire",2,2,1.5,35,2,5,5,"f"
499,"Entire",1,2,1,35,4,4.82,4.93,"f"
60,"Shared",1,1,2,21,1,4.5,4.75,"f"
36,"Shared",1,1,1,41,1,5,5,"t"
125,"Entire",2,6,1,33,4,4.89,4.88,"f"
299,"Entire",2,2,2,18,3,5,5,"f"
70,"Entire",1,1,1,25,2,4.81,4.92,"f"
250,"Entire",2,2,1.5,45,4,4.96,4.98,"t"
150,"Entire",1,1,1,20,4,5,5,"f"
114,"Shared",1,1,1,18,2,4.97,4.99,"t"
132,"Entire",1,2,1.5,23,4,4.6,5,"f"
297,"Entire",2,2,1,33,4,4.98,4.99,"t"
60,"Entire",1,1,1,15,2,4.6,4.8,"f"
75,"Entire",1,1,1,29,2,4.87,4.92,"t"
50,"Shared",1,2,1,13,2,4,5,"f"
30,"Shared",1,1,1.5,14,1,5,5,"f"
36,"Shared",1,1,1,38,1,5,4.97,"t"
320,"Entire",2,2,2,20,4,4.5,4.5,"f"
64,"Shared",1,1,1,46,1,4.79,4.94,"f"
89,"Entire",1,1,1,29,2,4,5,"f"
200,"Shared",1,1,1,18,1,4.84,4.89,"f"
60,"Shared",1,1,1,10,1,4,4.75,"f"
140,"Entire",1,1,1,52,2,4.96,4.96,"t"
88,"Shared",1,3,2,17,6,4.44,4.79,"f"
314,"Entire",3,3,2.5,53,6,4.95,5,"t"
140,"Entire",1,4,1,53,4,5,4.89,"f"
42,"Shared",1,1,1,20,1,4.75,4.5,"t"
110,"Shared",1,1,1,36,2,4.9,4.97,"t"
75,"Shared",1,3,1.5,24,6,4.71,4.29,"f"
250,"Entire",1,2,1,31,2,4.93,4.98,"f"
40,"Shared",1,1,1,12,1,4.17,5,"f"
638,"Entire",3,3,2,55,6,4.94,5,"t"
45,"Shared",1,1,1,14,1,4.67,5,"f"
85,"Entire",1,1,1,23,2,4.92,5,"f"
99,"Entire",2,2,1,19,4,4.77,4.94,"f"
99,"Shared",1,1,1,39,2,4.86,4.95,"f"
668,"Entire",4,5,2.5,56,8,5,5,"t"
96,"Entire",1,2,1,47,4,4.4,4.9,"f"
69,"Shared",1,1,1,34,1,4.83,5,"f"
210,"Entire",1,1,1,18,2,3,5,"f"
164,"Entire",2,2,1,49,4,4.82,4.92,"t"
150,"Entire",2,2,1,19,4,5,5,"f"
970,"Entire",4,8,3,51,16,4.88,4.93,"f"
113,"Shared",1,1,1,11,2,4.88,5,"f"
397,"Entire",3,3,3,16,8,5,5,"f"
40,"Shared",1,1,1,24,1,5,5,"f"
114,"Entire",1,2,1,27,2,4,5,"f"
90,"Entire",2,2,1,23,4,4.92,4.92,"t"
115,"Entire",2,2,1,32,6,5,5,"f"
89,"Entire",1,2,1,19,3,3.89,4.61,"f"
135,"Entire",1,1,1,27,2,4.62,4.96,"f"
175,"Entire",1,1,1,9,2,4.43,4.71,"f"
250,"Entire",2,3,1,58,4,4.97,4.99,"t"
130,"Shared",1,1,1,21,2,4.78,4.78,"f"
166,"Entire",1,1,1,48,3,4.89,4.92,"f"
40,"Shared",1,1,1,25,2,4.39,4.94,"f"
36,"Shared",1,1,1,13,1,5,4.77,"f"
189,"Entire",1,1,1,46,3,4.36,4.86,"t"
200,"Entire",3,5,1.5,37,4,4.5,5,"f"
124,"Entire",1,3,1,46,4,4.91,4.9,"f"
40,"Entire",1,1,1,18,1,3.5,4.5,"f"
30,"Shared",1,1,1.5,28,1,4.73,5,"f"
95,"Entire",1,1,1.5,13,3,4.61,4.96,"f"
36,"Shared",1,1,1,30,1,4.52,4.71,"t"
500,"Entire",4,4,3,35,10,5,5,"f"
55,"Shared",1,1,1,18,2,4.6,5,"f"
66,"Entire",1,1,1,24,2,4.87,4.97,"f"
139,"Entire",1,2,1,28,4,4.24,4.9,"f"
97,"Entire",1,1,1,25,2,4.75,4.75,"f"
400,"Shared",1,1,1,12,2,5,5,"f"
179,"Entire",3,7,2,34,10,4.89,4.97,"t"
29,"Shared",1,1,1,15,1,4.67,5,"f"
90,"Entire",1,2,1,19,4,4.75,4.85,"t"
171,"Entire",1,3,1,33,6,4.85,4.95,"f"
100,"Shared",1,2,1.5,36,2,5,5,"f"
29,"Shared",1,1,1,13,1,5,5,"f"
45,"Shared",1,1,2,12,2,4,4.7,"f"
29,"Shared",1,1,1,13,1,5,5,"f"
73,"Shared",1,1,2,36,2,4.79,4.96,"t"
59,"Entire",1,1,1,7,2,5,5,"f"
44,"Shared",1,2,1,39,2,4.41,4.86,"f"
99,"Entire",2,3,1,23,5,5,5,"f"
33,"Shared",1,1,1,30,2,5,4,"f"
743,"Entire",3,3,2,71,6,4.89,4.92,"t"
