"Price","Entire_Place","Bedrooms","Beds","Bathrooms","Amenities","Accommodates","Cleanliness_Rating","Host_Communication_Rating","Superhost"
75,"Shared",1,1,1.5,18,2,4.79,4.86,"f"
61,"Shared",1,1,2,16,2,4,4.38,"f"
75,"Shared",1,8,2,88,1,5,5,"f"
45,"Shared",1,1,1,28,1,3.75,4.5,"f"
95,"Entire",1,1,1,38,2,4.92,5,"f"
180,"Entire",1,2,1,44,3,4.56,5,"t"
137,"Entire",1,2,1,50,2,5,4.99,"t"
125,"Entire",2,2,1,19,2,4.33,4.53,"f"
85,"Entire",1,1,1,31,2,4.8,5,"f"
200,"Entire",1,1,1,38,2,4.5,4.75,"t"
89,"Entire",1,3,1,17,4,5,5,"f"
175,"Entire",1,1,2,67,3,5,5,"f"
115,"Shared",1,1,1,48,2,4.95,4.97,"t"
196,"Entire",1,1,1,46,2,4.89,4.97,"t"
150,"Entire",3,3,2,50,4,4.88,5,"t"
230,"Entire",3,3,3,23,6,5,5,"f"
55,"Shared",1,1,1,26,1,4.29,5,"f"
70,"Entire",1,2,1,17,3,4.4,5,"f"
199,"Entire",2,2,1.5,34,4,4.94,5,"t"
55,"Entire",1,1,1,22,2,5,5,"f"
202,"Entire",1,2,1,20,3,4.91,4.93,"t"
48,"Shared",1,1,1,34,1,4.63,4.75,"t"
95,"Shared",1,1,1,46,2,5,5,"t"
179,"Entire",1,1,1,45,2,4.73,5,"t"
100,"Entire",2,0,1,32,4,5,4.92,"t"
125,"Shared",1,1,1,25,2,4.97,4.96,"t"
172,"Entire",1,1,1,46,2,4.58,4.79,"t"
33,"Shared",1,1,2,14,1,5,3.67,"f"
550,"Entire",2,2,2,41,5,4.55,4.71,"f"
599,"Entire",3,3,2,73,6,4.97,4.97,"f"
449,"Entire",3,4,2,60,7,4.93,5,"t"
52,"Shared",1,1,1,23,2,4,4.76,"f"
135,"Entire",2,2,1,60,5,4.78,4.83,"t"
36,"Shared",1,1,1,44,1,4.92,4.92,"t"
384,"Entire",2,2,2,46,6,4.67,5,"t"
199,"Entire",1,1,1,49,2,4.97,5,"f"
109,"Entire",1,2,1,33,2,4.9,4.93,"t"
115,"Entire",1,3,1,16,4,3,3,"f"
35,"Shared",1,1,1,32,1,5,5,"f"
97,"Entire",1,1,1,51,2,4.7,5,"t"
65,"Entire",2,2,1,20,3,5,5,"t"
102,"Entire",2,3,1,42,4,5,4.88,"f"
185,"Entire",3,3,1,48,6,4.89,4.95,"t"
34,"Shared",1,1,1,40,1,5,5,"t"
590,"Entire",3,3,2,32,6,4.42,4.95,"f"
87,"Shared",1,1,1,50,2,4.83,5,"t"
149,"Entire",2,3,1,49,4,4.82,4.92,"t"
310,"Entire",2,2,2,42,4,5,5,"f"
50,"Shared",1,1,1,30,1,5,5,"f"
42,"Shared",1,1,1,46,1,5,5,"t"
308,"Shared",1,1,1,17,1,4.6,4.6,"f"
200,"Entire",2,3,2,47,6,4.64,4.43,"f"
73,"Entire",1,1,1,33,2,4.73,4.73,"f"
410,"Shared",1,1,1,18,2,4.65,4.46,"f"
40,"Shared",1,1,1,48,1,5,5,"t"
76,"Entire",1,1,1,32,2,4.5,4.83,"f"
40,"Shared",1,1,1,47,1,5,5,"t"
53,"Shared",1,1,1,45,2,4.48,4.77,"t"
125,"Entire",2,2,1,48,2,5,5,"f"
85,"Shared",1,1,1,17,2,4.82,5,"f"
100,"Entire",1,1,1,17,2,5,5,"f"
255,"Entire",3,3,2,16,6,5,5,"t"
65,"Entire",1,1,1,11,2,4.33,4.89,"f"
375,"Entire",1,2,1,45,4,4.87,4.92,"t"
85,"Entire",1,1,1,11,2,1,5,"f"
390,"Entire",3,3,3.5,29,7,4.67,4.67,"t"
406,"Shared",1,1,0,19,2,4.71,4.57,"f"
200,"Entire",1,1,1,47,2,4.94,4.94,"t"
169,"Entire",1,1,1,40,2,4.99,4.98,"t"
241,"Entire",1,2,1,73,4,5,4.93,"t"
52,"Shared",1,1,1,18,1,4.62,4.76,"f"
119,"Entire",1,1,1,30,2,4.93,5,"f"
183,"Entire",1,1,1,31,2,4.67,4.83,"f"
100,"Entire",2,3,2,34,3,4.86,4.93,"f"
556,"Entire",1,1,0.5,16,16,4.97,4.97,"f"
507,"Entire",1,1,1,46,2,4.71,4.69,"f"
74,"Entire",1,1,1,31,2,4.54,4.83,"f"
96,"Shared",1,1,1,19,1,5,5,"f"
163,"Entire",1,1,1,38,4,4.98,4.89,"f"
92,"Shared",1,1,1,46,3,4.78,4.91,"t"
450,"Entire",1,2,1,22,4,1,1,"f"
40,"Shared",1,1,1,17,1,4,5,"f"
105,"Entire",4,4,2,45,5,4.71,5,"f"
95,"Entire",1,1,1,28,1,5,5,"f"
55,"Shared",1,1,1,21,1,4.6,4.9,"f"
214,"Shared",1,1,1,57,1,4.65,5,"t"
110,"Entire",1,1,1,34,2,5,5,"t"
115,"Entire",1,1,1,19,2,4.5,4.5,"f"
35,"Shared",1,1,1,24,1,3,5,"f"
336,"Entire",3,3,3,37,6,4.88,4.92,"f"
490,"Entire",4,5,4,67,8,4.88,4.98,"f"
107,"Shared",1,2,1,56,4,4.95,4.99,"t"
160,"Entire",2,2,1,46,4,4.77,4.87,"f"
95,"Shared",1,1,1,11,2,3.75,4.5,"f"
714,"Entire",2,2,1,54,4,4.93,4.91,"t"
105,"Entire",1,1,1,53,2,4.83,4.99,"t"
528,"Entire",2,2,2,57,4,5,4.92,"f"
110,"Entire",2,2,1,39,4,4.88,5,"f"
120,"Entire",1,1,1,20,2,4.5,4.67,"f"
205,"Entire",1,1,1,41,2,5,5,"f"
90,"Entire",1,2,1,50,2,4.89,4.78,"t"
135,"Entire",1,2,1,43,5,4.88,4.95,"f"
223,"Entire",2,3,2,26,4,4.83,5,"t"
66,"Shared",1,1,1,30,1,4.44,4.94,"f"
59,"Entire",1,1,1,31,1,4.14,4.86,"f"
150,"Entire",1,2,1,45,3,4.67,4.67,"f"
197,"Entire",2,2,2,34,4,4.67,4.33,"f"
95,"Shared",1,1,1,12,2,3.5,3.75,"f"
500,"Entire",1,2,1,48,2,4.94,5,"f"
60,"Shared",1,1,1,31,1,4.83,5,"f"
69,"Entire",1,1,1,34,1,5,5,"t"
400,"Entire",3,3,2,60,6,4.5,5,"t"
54,"Shared",1,1,4,42,1,5,4.75,"t"
101,"Shared",1,1,1,33,2,4.79,4.96,"f"
49,"Shared",1,1,2,27,1,4.24,4.72,"f"
99,"Entire",1,1,1,52,2,4.98,5,"f"
71,"Shared",1,2,1,40,2,4.89,4.94,"t"
85,"Entire",1,1,1,45,2,4.91,4.95,"t"
46,"Shared",1,1,1,41,1,4.64,4.55,"t"
167,"Entire",2,2,1,33,3,4.83,5,"f"
82,"Entire",1,1,1,44,2,4.83,4.83,"t"
50,"Shared",1,2,1,11,2,5,5,"f"
60,"Entire",2,2,1,28,4,4.95,4.95,"f"
637,"Entire",5,5,3.5,20,6,5,4.91,"f"
84,"Entire",1,2,1,44,4,4.89,5,"t"
150,"Entire",1,2,1.5,21,3,4.5,4.77,"f"
70,"Entire",1,1,1,32,2,4.46,4.62,"f"
499,"Entire",1,1,1,65,2,4.92,4.95,"t"
500,"Entire",1,2,1,34,4,4.92,5,"t"
80,"Entire",1,1,1,19,2,4.83,4.91,"f"
85,"Shared",1,0,1,13,2,5,5,"f"
70,"Shared",1,1,1,20,2,4.69,4.81,"f"
81,"Entire",2,2,1,46,2,5,5,"f"
58,"Shared",1,2,1,45,2,4.88,4.94,"t"
76,"Entire",1,1,1,32,2,5,4.9,"f"
105,"Entire",1,1,1,49,1,4.82,5,"t"
437,"Entire",1,1,1,28,2,4.56,4.67,"f"
100,"Entire",2,2,2,23,5,3,5,"f"
240,"Entire",2,3,1,61,4,4.98,4.98,"t"
228,"Entire",1,1,1,49,2,5,5,"t"
100,"Entire",2,2,1,18,3,4.29,4.5,"f"
65,"Shared",1,1,1,19,2,5,5,"f"
142,"Entire",1,1,1,35,2,5,5,"f"
85,"Entire",1,1,1,26,2,4.5,4.75,"t"
60,"Entire",1,1,1,14,2,5,5,"f"
80,"Entire",1,1,1,36,1,5,4.67,"f"
200,"Entire",2,2,1,20,4,4.86,4.86,"f"
320,"Entire",1,2,1,42,3,5,4.67,"f"
53,"Shared",1,2,2,41,3,4.04,4.27,"f"
136,"Shared",1,1,2,48,1,4.89,5,"t"
150,"Entire",1,1,1,24,2,4.43,5,"f"
115,"Entire",1,2,1,54,3,4.91,4.82,"f"
26,"Shared",1,2,2,24,3,5,5,"t"
250,"Shared",1,1,1,33,2,5,5,"f"
120,"Entire",1,2,1,28,2,4.74,4.79,"f"
155,"Entire",1,1,1,23,2,4.89,4.95,"t"
145,"Entire",2,2,1,32,3,5,5,"t"
145,"Entire",2,2,1,32,4,4.17,3.67,"f"
98,"Shared",1,1,1.5,45,1,4.63,4.88,"f"
129,"Entire",1,2,1,40,4,4.61,4.89,"f"
311,"Shared",1,1,1,41,3,5,5,"f"
130,"Entire",1,1,1,31,2,5,5,"f"
45,"Shared",1,1,1,19,1,4.29,4.59,"f"
98,"Shared",1,1,1.5,43,1,4.51,4.79,"f"
55,"Entire",1,1,1,45,2,4.8,4.8,"t"
142,"Shared",1,1,2,49,1,5,5,"t"
24,"Shared",1,2,2,29,2,4.51,4.83,"t"
136,"Entire",1,1,1,34,2,4,4.5,"f"
108,"Shared",1,1,1.5,42,2,4.66,4.73,"f"
136,"Entire",2,3,1,48,4,4.46,4.89,"t"
71,"Entire",1,1,1,19,1,4.5,4.83,"f"
365,"Entire",1,1,1,30,2,4.74,4.02,"f"
388,"Entire",1,1,0,31,2,4.67,4.36,"f"
96,"Shared",1,1,1,32,2,4.92,4.82,"f"
41,"Entire",2,2,1,10,4,5,5,"f"
290,"Entire",2,3,2,43,5,4.94,5,"f"
397,"Shared",2,2,0,30,4,4.72,4.56,"f"
165,"Entire",2,6,1,46,6,4.5,5,"f"
259,"Entire",3,4,2,25,8,5,5,"t"
195,"Entire",1,1,1,14,2,5,5,"f"
93,"Entire",1,1,1,27,2,4.94,5,"f"
120,"Entire",2,2,2,30,4,4.63,4.63,"t"
70,"Entire",1,1,1,25,2,4.5,5,"f"
172,"Entire",1,1,1,61,3,4.92,4.95,"f"
95,"Shared",1,1,1,36,2,4.91,4.79,"f"
193,"Entire",1,2,1,43,3,4.5,4,"f"
174,"Entire",1,2,1,43,2,5,1,"f"
151,"Entire",1,1,1,32,2,4.73,4.95,"t"
99,"Entire",1,1,2,43,4,5,4.5,"f"
57,"Shared",1,1,1,20,1,5,5,"f"
290,"Entire",1,2,1,43,2,5,5,"f"
186,"Entire",1,1,1,48,2,5,5,"t"
83,"Entire",1,2,1,20,4,5,5,"f"
92,"Shared",1,2,1,39,2,4.95,4.98,"t"
210,"Entire",1,2,1,40,3,4.87,4.98,"t"
150,"Entire",2,2,2,35,5,4.17,4.17,"t"
445,"Entire",1,1,0,30,2,4.87,4.92,"f"
51,"Shared",1,1,1,36,2,5,5,"f"
35,"Shared",1,1,2,48,1,4.42,4.42,"f"
333,"Entire",6,7,3,60,13,5,5,"t"
38,"Shared",1,1,1.5,35,2,4.8,4.93,"f"
162,"Shared",1,0,2,50,1,4.71,4.86,"t"
61,"Entire",1,1,1,39,1,5,5,"t"
738,"Entire",5,5,3.5,72,12,4.69,4.86,"f"
148,"Entire",1,1,1,42,3,5,5,"f"
829,"Entire",3,3,0,30,6,4.88,4.78,"f"
150,"Entire",1,1,1,11,2,5,5,"t"
93,"Entire",1,2,1,57,3,5,5,"t"
656,"Entire",2,4,2,56,7,5,5,"t"
433,"Entire",1,1,0,32,2,4.78,4.66,"f"
80,"Shared",1,1,1,33,1,4.86,4.86,"t"
527,"Entire",1,1,0,31,2,4.96,4.74,"f"
110,"Shared",1,1,1,51,2,4.88,4.96,"t"
39,"Shared",1,1,1.5,34,2,4.78,4.89,"f"
40,"Shared",1,1,1,10,1,4.8,5,"f"
130,"Entire",1,1,1,33,3,4.83,5,"f"
500,"Entire",1,1,1.5,34,2,5,4.96,"t"
45,"Shared",1,1,1,42,1,4.53,4.41,"t"
500,"Entire",1,1,2,60,3,4.96,5,"t"
45,"Shared",1,1,2,48,2,3.43,3.71,"f"
258,"Entire",3,3,1,27,8,4.13,4.88,"f"
99,"Entire",1,2,1,30,3,4.5,4.39,"f"
52,"Shared",1,1,2,36,1,4.81,5,"f"
59,"Shared",1,1,1,37,1,4.91,4.91,"t"
76,"Entire",1,3,1,60,4,4.96,5,"t"
28,"Shared",1,1,2,26,1,4.81,5,"t"
45,"Shared",1,1,1,19,2,4,5,"f"
107,"Shared",1,1,1,25,4,2,5,"f"
65,"Shared",1,0,1,35,1,5,5,"f"
146,"Entire",1,1,1,22,2,4.5,5,"t"
146,"Entire",3,3,2,54,5,4.2,5,"t"
550,"Entire",2,3,2,48,6,4.71,4.76,"f"
89,"Entire",1,1,1,37,2,5,5,"f"
199,"Entire",1,1,1,17,3,4.25,5,"f"
70,"Shared",1,2,1,59,1,4.75,4.67,"f"
457,"Entire",2,4,2,57,6,5,4.75,"f"
110,"Entire",1,1,1,19,2,5,5,"f"
200,"Entire",2,2,1,42,4,5,5,"f"
68,"Shared",2,2,1,22,4,4.55,4.55,"f"
85,"Shared",1,1,1,52,1,4.96,5,"f"
180,"Entire",2,2,1,91,5,4.67,4.91,"f"
50,"Shared",1,1,1,15,1,2.6,2.6,"f"
98,"Shared",1,1,4,66,2,4.9,4.9,"t"
50,"Shared",1,1,2,53,2,4.33,3.67,"f"
30,"Shared",1,1,2,33,1,5,5,"f"
500,"Entire",1,1,1,19,2,4,5,"f"
75,"Entire",1,1,1,41,2,4.84,5,"f"
177,"Entire",1,2,1,51,3,4.94,4.97,"t"
100,"Entire",1,1,1,31,2,4,5,"f"
45,"Shared",1,1,1,20,2,4.5,4.5,"f"
200,"Entire",1,1,1,45,2,5,5,"t"
59,"Shared",1,1,1,21,2,5,5,"f"
85,"Entire",1,1,1,15,4,1,1,"f"
133,"Entire",1,2,1,42,2,4.82,4.94,"f"
186,"Entire",3,3,1,59,4,5,5,"t"
89,"Shared",1,1,1,29,1,4.82,4.76,"f"
225,"Entire",1,2,1,28,2,4.92,4.85,"t"
82,"Entire",1,2,1,48,4,4.59,4.8,"f"
82,"Shared",1,1,1,51,4,5,5,"f"
90,"Shared",1,1,1,22,1,4.94,4.94,"f"
235,"Shared",1,2,2,25,4,4.71,4.71,"f"
59,"Entire",1,1,1,33,2,4.5,5,"f"
75,"Entire",1,1,1,19,2,4,4,"f"
252,"Entire",1,1,1,36,2,5,2.5,"f"
95,"Entire",1,1,1,38,3,4.69,4.5,"t"
335,"Shared",1,5,2,68,10,4.59,4.89,"t"
100,"Entire",3,4,2.5,20,6,5,5,"f"
290,"Entire",1,2,1,40,4,5,5,"f"
857,"Entire",3,3,3,32,7,4.83,5,"t"
174,"Shared",1,1,1,44,2,5,5,"f"
68,"Entire",1,2,1,31,4,5,5,"f"
300,"Entire",2,2,2.5,21,4,5,5,"f"
216,"Entire",1,3,1,49,5,4.96,4.98,"t"
175,"Entire",1,1,1,40,2,4.71,4.96,"t"
399,"Entire",1,2,1,64,4,5,4.91,"f"
52,"Shared",1,1,1,32,1,4.92,4.92,"t"
126,"Entire",3,3,2,23,5,5,5,"t"
92,"Entire",1,1,1,20,4,1,1,"f"
351,"Entire",3,3,2,60,6,5,5,"t"
136,"Shared",1,1,2,48,1,4.57,5,"t"
52,"Shared",1,1,1,36,1,5,5,"t"
160,"Entire",1,1,1,24,4,4.5,5,"f"
99,"Shared",1,4,2,43,5,3.95,4.05,"f"
220,"Entire",3,3,2,69,5,4.76,4.92,"t"
236,"Entire",1,2,1,35,3,4.33,4.66,"f"
96,"Entire",1,2,1,36,4,5,5,"t"
76,"Shared",1,1,1,27,2,4.89,4.97,"t"
290,"Entire",1,2,1,51,3,4,4,"f"
89,"Entire",2,2,1,40,3,4.65,4.81,"f"
83,"Shared",1,1,1,16,2,5,4.5,"f"
120,"Entire",2,2,1,38,3,4.29,5,"f"
95,"Shared",1,0,1,11,2,4.25,3.5,"f"
158,"Entire",1,1,1,31,3,4.91,4.87,"t"
170,"Entire",1,1,1,39,4,4.33,4.67,"f"
43,"Shared",1,1,1,35,2,4.53,4.93,"f"
162,"Entire",1,2,1,30,3,4.67,4.81,"f"
250,"Entire",2,2,3,46,8,4.55,4.73,"f"
145,"Entire",1,1,1,45,2,5,5,"f"
234,"Entire",2,2,1,43,4,4.98,4.94,"f"
110,"Entire",1,1,1,33,2,5,4.75,"f"
37,"Shared",1,1,1,11,1,3,5,"f"
125,"Entire",1,1,1,20,2,5,4.96,"t"
85,"Entire",1,1,1,22,2,4.71,5,"t"
322,"Entire",2,2,1,50,4,4.85,4.9,"f"
135,"Shared",1,1,1,37,1,4.92,4.93,"t"
49,"Shared",6,7,2,23,6,4,4,"f"
100,"Shared",1,1,1,35,2,4.64,4.86,"f"
78,"Shared",1,2,3,51,2,4.78,4.89,"t"
200,"Entire",2,2,2,58,3,4.94,5,"t"
103,"Shared",1,1,1.5,42,2,5,4.97,"t"
75,"Entire",1,1,1,45,1,4.71,4.65,"t"
80,"Entire",1,1,1,35,2,4.8,5,"t"
120,"Entire",1,1,1.5,45,2,5,5,"f"
100,"Entire",1,1,1,32,2,5,4.75,"f"
120,"Entire",1,2,1,43,3,5,5,"f"
120,"Entire",1,1,1,65,2,4.81,5,"t"
100,"Entire",1,3,1,22,1,4.6,5,"f"
85,"Shared",1,3,1,27,3,4.64,4.91,"t"
415,"Entire",2,2,2,64,4,4.84,4.95,"t"
115,"Entire",3,3,2,20,4,5,5,"t"
38,"Shared",1,1,1,23,1,4.81,4.93,"f"
132,"Entire",1,2,1,49,2,5,5,"t"
58,"Shared",1,1,1,48,1,5,5,"f"
228,"Shared",1,1,1,48,2,4,5,"f"
78,"Entire",1,1,1,30,2,4.88,5,"t"
200,"Entire",1,1,1,22,2,5,5,"f"
167,"Entire",1,2,1,35,4,4.84,4.96,"t"
155,"Entire",3,2,1,28,3,5,5,"f"
149,"Entire",1,2,1,50,3,4.8,5,"t"
25,"Shared",1,1,1,13,1,4.38,4.69,"f"
246,"Entire",1,1,1,37,1,4.75,4.5,"f"
150,"Entire",2,2,1,51,4,4.8,5,"t"
156,"Shared",1,0,1,14,2,5,5,"f"
200,"Entire",4,3,2.5,59,4,4.8,4.8,"f"
119,"Shared",1,1,1,41,2,5,4.71,"f"
194,"Entire",2,2,2,64,5,4.33,5,"t"
140,"Shared",1,1,1,23,2,4.7,4.8,"f"
150,"Entire",1,1,1,45,2,4.43,5,"t"
230,"Entire",3,3,1,67,6,4.85,4.87,"t"
84,"Shared",1,1,1,35,1,4.9,4.8,"t"
275,"Entire",2,2,2,38,4,4.72,4.95,"f"
302,"Entire",1,1,1,63,2,4.63,4.98,"f"
479,"Entire",4,4,3.5,35,8,4.72,4.9,"t"
55,"Shared",1,1,1,19,1,4.43,4.86,"f"
101,"Shared",1,1,1,53,1,4.67,4.89,"f"
251,"Entire",2,3,1,79,4,5,5,"f"
135,"Entire",1,2,1,15,2,4.8,5,"t"
118,"Entire",1,2,1,27,2,4.11,4.89,"t"
270,"Entire",3,3,3,43,5,4.25,5,"f"
45,"Shared",1,1,1,69,1,5,5,"f"
59,"Shared",1,1,1.5,27,1,4.92,4.94,"t"
62,"Shared",1,1,1.5,52,2,4.89,4.97,"t"
122,"Shared",1,2,1,38,3,4.97,5,"t"
50,"Entire",1,1,1,18,2,4.5,5,"f"
58,"Entire",1,1,1,30,2,4.88,4.75,"t"
114,"Shared",1,2,1,32,4,4.68,5,"t"
56,"Shared",1,1,1,15,1,4.18,4.35,"f"
125,"Entire",1,2,1,45,4,5,5,"f"
45,"Shared",1,1,1,27,2,4.41,4.59,"f"
185,"Entire",3,3,1,61,6,4.77,4.92,"t"
265,"Shared",1,1,1,59,2,4.43,4.91,"f"
265,"Entire",2,2,1,47,5,4.65,4.97,"t"
220,"Entire",2,2,2,42,5,4.82,4.26,"f"
97,"Entire",1,4,1,39,3,4.6,4.6,"f"
400,"Entire",2,3,1,62,5,5,5,"f"
204,"Entire",1,1,1,44,2,4.83,5,"t"
45,"Shared",1,1,1,8,1,5,5,"t"
310,"Entire",6,6,3.5,58,10,4.5,4.5,"f"
62,"Entire",1,1,1,45,2,4.75,5,"t"
317,"Entire",1,1,1,52,2,4.97,4.94,"t"
100,"Entire",1,1,1,11,2,4.76,4.97,"t"
55,"Shared",1,1,1,37,2,4.15,4.76,"f"
40,"Shared",1,1,1,17,1,4.73,5,"f"
500,"Entire",4,4,4,43,8,4.5,5,"f"
210,"Entire",2,2,1,52,4,3.83,4.5,"t"
145,"Entire",2,2,1,46,5,2.75,2.75,"f"
130,"Entire",1,1,1,13,2,5,5,"f"
83,"Entire",2,2,1,17,3,4.29,5,"f"
298,"Entire",4,4,3,26,4,4.8,5,"t"
171,"Entire",1,2,1,54,4,4.7,4.91,"t"
93,"Entire",1,1,1,40,2,4.78,4.9,"f"
75,"Shared",1,1,1,26,1,4.77,4.92,"f"
92,"Shared",1,1,1,52,1,4.76,4.92,"t"
193,"Entire",1,1,1,56,2,5,5,"t"
50,"Shared",1,1,1,33,1,5,5,"t"
315,"Entire",2,3,1,49,5,5,5,"t"
72,"Entire",2,2,1,38,2,5,5,"f"
75,"Shared",1,1,1,26,1,4.67,4.8,"f"
75,"Shared",1,1,1,24,1,4.89,4.89,"f"
94,"Entire",2,2,2,13,5,5,5,"f"
129,"Entire",1,2,1,41,3,4.43,4.85,"t"
130,"Entire",1,1,1,46,2,5,5,"t"
199,"Entire",3,3,1,33,6,4.91,5,"f"
289,"Entire",1,2,1,14,3,4.61,4.82,"f"
54,"Entire",1,1,1,30,2,4.44,4.89,"f"
140,"Entire",1,1,1,23,2,4.89,5,"f"
286,"Shared",1,1,1,20,1,4.63,4.25,"f"
80,"Entire",1,1,1,46,4,4.42,4.56,"f"
90,"Entire",1,1,1,34,2,4.95,5,"t"
51,"Shared",1,1,1,39,1,4.97,4.97,"t"
378,"Shared",1,1,1,20,2,4.42,4.42,"f"
188,"Entire",1,2,1,20,2,4.67,5,"t"
369,"Shared",1,1,1,20,2,3.33,3.33,"f"
115,"Entire",1,1,1,47,3,4.5,5,"f"
115,"Entire",1,1,1,30,3,5,4.83,"f"
225,"Entire",4,4,1.5,30,8,4.5,5,"f"
430,"Shared",1,1,1,20,2,4.76,4.76,"f"
114,"Entire",1,2,1,28,3,4,4,"f"
449,"Shared",1,1,1,20,2,4.09,4.82,"f"
74,"Shared",1,1,1,53,2,4.91,5,"t"
239,"Entire",2,2,2,22,4,4.33,5,"t"
96,"Entire",2,3,1,32,4,5,5,"t"
53,"Shared",1,1,1,12,2,4.43,4.68,"f"
479,"Entire",1,2,1,59,4,4.61,4.75,"f"
118,"Entire",2,2,1,18,6,3.8,4.6,"f"
100,"Entire",1,1,1,46,2,4.18,4.68,"f"
125,"Entire",1,1,1,37,2,5,5,"f"
200,"Entire",2,2,2,24,4,5,5,"f"
133,"Entire",2,2,1.5,27,3,5,5,"f"
245,"Entire",1,1,1,27,1,5,5,"f"
53,"Shared",1,1,1,41,2,4.85,4.83,"f"
225,"Entire",1,3,1,30,6,4.91,5,"f"
130,"Entire",2,2,1,30,4,5,5,"f"
129,"Entire",2,2,1,22,5,4.71,4.57,"f"
119,"Entire",1,1,1,54,1,5,4.91,"t"
285,"Entire",1,1,1,48,2,4.66,4.84,"f"
98,"Entire",1,1,1,22,2,5,5,"f"
55,"Shared",1,1,1,33,1,4,4.71,"f"
216,"Entire",2,2,1.5,34,4,5,5,"f"
283,"Entire",3,3,3,31,6,5,5,"f"
89,"Entire",1,0,1,15,2,4.5,4.25,"f"
178,"Entire",2,2,2,45,5,5,5,"f"
100,"Shared",1,0,1,8,3,1,1,"f"
190,"Shared",1,1,1,55,5,4.79,4.98,"t"
163,"Entire",1,1,1,60,2,4.86,4.86,"t"
55,"Entire",1,1,1,33,2,4.25,4.66,"f"
237,"Shared",1,1,1,58,2,4.94,4.92,"t"
160,"Shared",1,1,1,26,2,4.95,5,"f"
46,"Entire",1,1,1,9,2,3,3.5,"f"
199,"Entire",2,2,2.5,44,4,5,5,"t"
254,"Shared",1,1,1,59,2,4.91,4.92,"t"
140,"Entire",1,2,1,41,4,4.87,5,"f"
160,"Entire",1,2,1.5,63,2,5,5,"f"
265,"Entire",2,2,1,47,4,4.71,4.86,"t"
96,"Entire",1,2,1,47,4,4.6,5,"f"
54,"Shared",1,1,1,33,1,4.8,4.8,"t"
75,"Shared",1,1,1,29,1,5,5,"f"
90,"Entire",1,1,1,26,2,4.45,4.91,"f"
530,"Shared",1,3,2,56,6,5,5,"t"
155,"Entire",2,2,3,52,4,4.92,5,"t"
170,"Shared",1,1,1,44,1,4.99,4.94,"t"
102,"Shared",1,1,1.5,45,2,4.93,4.91,"t"
130,"Entire",1,2,1,49,2,4.88,4.96,"t"
45,"Shared",1,1,1,16,2,4.5,4.75,"f"
169,"Entire",1,1,1,35,2,5,4.69,"f"
60,"Entire",1,1,1,15,1,4.9,5,"t"
90,"Entire",1,1,1,16,2,4.85,5,"t"
250,"Entire",4,5,2,35,5,5,5,"f"
55,"Shared",1,1,1,37,2,4.2,4.56,"f"
100,"Entire",1,1,1,26,2,4.56,4.75,"f"
359,"Entire",1,2,2,44,4,4.74,4.88,"f"
150,"Shared",1,1,1,13,2,4.67,5,"f"
170,"Entire",3,3,1,51,4,5,5,"t"
56,"Shared",1,1,1,34,2,4.19,4.81,"f"
308,"Entire",3,5,1.5,62,6,4.86,4.57,"t"
120,"Entire",2,2,1.5,34,4,4.43,4.7,"f"
70,"Entire",1,1,1,15,1,5,5,"f"
118,"Entire",1,1,1,38,3,5,5,"f"
43,"Shared",1,1,1,31,1,4.45,4.77,"f"
95,"Shared",1,1,3,54,2,4.9,5,"t"
198,"Entire",5,5,4.5,61,8,4.75,5,"t"
190,"Entire",1,1,1,43,1,4.2,4.9,"f"
59,"Entire",1,1,1,45,1,5,4.25,"f"
148,"Entire",1,1,1,48,3,4,5,"f"
239,"Entire",3,3,3,57,6,4,4.5,"f"
55,"Shared",1,1,1,28,1,4,5,"f"
86,"Entire",1,2,1,52,2,4.96,4.86,"f"
231,"Entire",2,3,1.5,53,5,4.75,4.94,"f"
128,"Shared",1,1,2,48,1,4.75,5,"t"
85,"Entire",1,1,1,26,2,4.28,4.33,"f"
270,"Entire",2,2,1,56,3,4.8,4.98,"t"
150,"Entire",1,1,1,52,2,4.88,4.88,"t"
426,"Entire",3,3,4,46,6,4.53,5,"t"
45,"Shared",1,1,1,19,1,5,5,"f"
333,"Entire",2,2,1,45,5,4.83,4.97,"t"
169,"Entire",1,1,1,34,2,4.89,5,"f"
149,"Entire",1,1,1,26,3,4.75,4.96,"t"
32,"Shared",1,4,3.5,36,1,5,5,"t"
179,"Shared",1,1,1,40,2,4.97,4.91,"t"
69,"Shared",1,1,1,39,1,4.44,4.67,"t"
160,"Entire",1,1,1,20,3,5,5,"f"
180,"Entire",2,2,1,42,4,5,2,"f"
129,"Entire",1,1,1,22,2,4.5,4.67,"f"
85,"Entire",1,1,1,40,1,5,5,"f"
936,"Entire",4,5,3.5,75,10,5,5,"f"
575,"Entire",2,3,1,47,6,4.76,4.9,"t"
179,"Entire",2,2,1.5,39,4,4.56,5,"t"
92,"Entire",1,1,1,26,2,4.4,5,"f"
120,"Shared",1,2,1,56,3,4.4,4.6,"t"
286,"Entire",1,1,1,19,2,4.83,4.94,"t"
45,"Entire",1,2,1,41,2,4.8,4.8,"t"
45,"Shared",1,1,1,21,1,5,5,"f"
707,"Entire",2,3,2,47,6,4.75,5,"t"
67,"Shared",1,1,1,36,1,4.83,4.97,"t"
120,"Entire",2,2,1,20,4,5,5,"f"
